ClauseNum	Clause	p/n	class
742	17A;defaults;nnn;database;asapir@dova.com;Books;Public;languages;asking;Chambersburg;meet;validity;Kimberly;five;609;effectiveness;TX;performances;contain;Disclosing;4.5;assurances;extendable;hung;designation;numbered;obtains;swelling;dispense;591;	positive	0
743	allocating;	negative	0
744	UNDERWRITER;Obtain;HHS;recourse;broken;77814203;1,191;715;Germain;70,847;E.;2,223;liquidity;4.5;Y;	positive	0
745	impossibility;70,476;	negative	0
746	meningitis;	positive	0
747	1,092;dependent;day;	negative	0
748	unanimously;speedy;ADVERSE;379;analyzing;happenings;38;Mexico;representations;331;Capital;conveyor;11(a;Public;74078995;MYSQL;----------;currency;900,000;Wilmington;fulfillment;undergone;Statistics;6,399;consistent;900;APPROVED;1,778;institute;salaries;u;participate;specimens;1901;excusable;counting;Hickory;Moline;3(3;0.05;replies;freeware;124,284;guidance;4.20;107;Head;ENGAGEMENT;impartial;235;AdWords;Naples;Council;inc;ADAPT;10.15;ascertaining;pdf;1.68;	positive	0
749	processed;	negative	0
750	17A;negotiation;Gordon;treated;divests;LOVESTYLEREWARDS;So;tendered;attorney;David.Watson@ReynoldsBrands.com;PDMS;International;TAKE;72,279;Timothy;Obtain;affect;Cuba;Peter;physicians;U;2,456;Consideration;suffer;3.4(b;SAFETY;87,500;done;Southridge;Individual;speedy;Service;pleasure;Goods;Levine;reliance;Yorktown;iron-;terminating;2.1(b)(iii)(D;warrant;gut;Petition;designees;addresses;Installs;benefit;principle;agendas;LTD;assessing;WILL;CONTROL;1977;CAPACITY;dispatched;1,556;secure;Aurora;BSD;ASSIGNED;PLCCs;allocating;d.;rather;reissuances;defaults;Up;disbursing;3.5.2;Mersky;happy;occurrence;dependent;authored;continuation;Securityholder;558;instructions;skill;onto;interrupted;ERB;cost;reconcile;1,404;pages;358;CDDL;appealable;happenings;nnn;2(c)3;inaccuracies;regulator;more;termed;Zulfiquar;38;purchaser;1.17;SCOTT;Ruben;altered;xix;Material;excepting;Merchant"),1;figure;GST;rebates;424(b;body;vacation;6.3(b;343;18901;obligations;database;symbols;IS;possible;dispute;Gift;50,000,000;50315;223;relied;whether;times;sell;PENALTY;49,888;schools;Training;INC;writings;representations;addressed;Offering;767;H-1;EP11172020;INSPECTION;17th;Lofquist;Capital;prospectuses;HHS;methods;investigated;practice;consultant;COMPETITIVE;Binghamton;DOP-0072;guilty;1.58;identities;11(a;remarketed;MotoTalk;stop;15.12;72435362;telecopy;content;61938;LIVING;3483180;3.20(d;'';suspected;PHP;Encumbrances;seven;News;relating;1,511;xxiii;Asterisks;bundling;remain;5.6;4,286;hepatic;6563;apparent;variations;Books;if;obtained;Madison;just;Public;155,000;designates;Distributor;enquiries;community;colonoscopy;61615;languages;audited;Ton;al;Janesville;www.wildform.com/demos;Medicare;2,233;concerns;Works;2,346;74078995;asking;Under;MYSQL;quoted;settle;ticket;----------;dues;Guglielmo;controversies;feasible;indemnitee;discloser;redress;T-98;461;900,000;consists;validity;bureau;PRODUCTION;Exclusion;postal;stolen;divesting;TPO;statistical;Hundred;4,725;TAXES;13.18;exterior;hereby;discuss;outlets;Wilmington;34108;No.-3;45701;a.;safe;Kimberly;invest;fulfillment;f;-7-;LIABLE;furtherance;1,191;forms;EXPRESSLY;desires;dealers;xxxvii;claimant;remuneration;reconciliation;PCS;sss;server;direction;subsistence;ii;favor;exception;715;ORDER;Germain;pertaining;Arms;34,830;WHETHER;debtors;communicated;Addendum;45840;Wheel;consultation;website;70,847;they;controllers;manifest;3217597;2445;government;example;SUSQUEHANNA;interior;Commencing;bandwidth;deemed;3.20(b;BIG;Statistics;part;collaterally;Zebra;bbbbb;ITS;SAMPLE;Apache;effectiveness;1.30;Act;learn;1,294;E.;housemarks;Ref;libraries;ARBITRATION;Cellucci;4,792;simplex;LOGO;bag;temporally;legitimate;4991097;WhiteSmoke;Reduction;typical;6,399;games;9,216,386;consistent;PERIOD;TX;corruption;900;Design;investigating;Counsel;provincial;performances;insults;356;ankles;126;Riverside;244;Muncie;off;APPROVED;escalate;1,778;Damage;restriction;mail;199;Valuation;Ability;rare;FEE;d;Formation;textual;contain;supported;Secret;674;4,254;injuries;Secrets;77;mortgage;Lance;Dividends;disposal;Accrued;868;accrued;retention;LOFQUIST;60,224;B.Notwithstanding;eligible;VALIDITY;institute;determinations;liquidity;colitis;canal;thereon;easily;Aberdeen;3,658;u;209;Definitions;deducted;placement;709;Print;SOLUTIONS;Benefit;lab;White;344;2.1(c)(ii;earlier;75,134;Forum;specimens;61,915;Coldwater;6001;5.5(b;Motor;Wireless;1,991;6.7;allocated;WITHOUT;Personnel;77630455;Timeframe;claims;excusable;care;14.3;counting;resold;meningitis;Florida;postpaid;Proceeding;e.;convert;allocable;125;Western;entry;dinner;lock;3.20(k;Shelf;verbal;ESTABLISHMENT;56;535;LTE;Disclosing;sustains;Jury;find;assume;memberships;329;lets;GRANTS;Buyer;respects;3729;902;preclude;Step;15.11;restricts;PDC;desirous;hepatologists;recitals;941;case(s;1,603;ultra;Mandatory;partial;POTENTIAL;Findlay;booking;Hickory;57;Moline;diversified;Assignment;FSMA;3(3;0.05;PACTIV;commercials;Acquired;492;-24-;4.5;3,500,000.00;bringing;reverted;protocol;UCC;1,851;amplification;award;SW;payables;replies;9019;freeware;sea;entitled;60805;124,284;assurances;Player;191;raising;telex;supplier;strategy;ab;proxies;INNOVATIONS;insurrections;William;YORK;defaulting;REGULATORY;BASED;resulted;15701;guidance;Continued;Promissory;written;Virginia;excess;rectified;123;2022;extendable;debtor;4.20;hung;107;desire;Sample;tablet;B;undertakes;precaution;60462;10.8(c;Philip;Merger;996;Insurance;Made;AUTHORIZATIONS;paragraph;valorem;AGGREGATE;TIA;introduced;engaged;individually;Person(s;measurements;delaying;1733;Claimant;conflicted;AZ;61,233;Haidian;sensors;-62-;substantial;64,700;60506;ineffective;impartial;generates;H-3;6395;749;owing;symptom;AdWords;Naples;Council;315;WSFS;NBZ;ALLEGED;THRIVENT;N=231;55902;prospects;competitors;none;8A;Display;Patent;4.5.1(b;reflect;obtains;ARE;chapter;lawsuits;switch;qqqq;3.12;Normal;4.01(g;Current;HAVE;passed;PIZZA;Transplant;82901;Hurricane;hardware;inc;herefrom;sublicensee;90;preserve;1.1;shortages;dispense;1.42;Successors;844.KEY.CURE;-28-;EPC;102,000;591;15;defendant;exemplary;ADAPT;3599;BRANDS;72,873;course;10.15;boundaries;oooo;calibration;1,983;opportunity;v;engage;owes;manufacturer;illnesses;workmanship;111;55112;JSTD-011;Elk;Ives;9.01;SHE;BIGGER;4314;pdf;freedom;RESOUND;1.68;check;Y;ALD;2,661;audio;1,713;	positive	0
751	2.3(a;insufficiency;prevent;	negative	0
752	Timothy;	positive	0
753	PIZZA;	negative	0
754	terminating;symbols;Therapeutics;protocol;	positive	0
755	996;THRIVENT;	negative	0
756	references;Gordon;insufficiency;coordinating;purchaser;181,238;hepatic;LIABLE;LOGO;4991097;fittings;lab;deductibles;9019;dispense;	positive	0
757	2.3(a;Service;prevent;	negative	0
758	sublessees;	positive	0
759	2.3(a;Investors;Islands;insufficiency;COUNTRY;Risks;	negative	0
760	LA;Levine;defaults;incurred;alleged;Conspicuous;relied;offensive;6563;TAXES;reconciliation;ii;website;government;BIG;2,722;ORAL;White;N=231;	positive	0
761	David.Watson@ReynoldsBrands.com;Service;money;Announcements;1795407;obtained;Ton;	negative	0
762	WITHOUT;	positive	0
763	2.3(a;suffer;dependent;	negative	0
764	appealable;	positive	0
765	Covenants;ASSIGNED;rather;	negative	0
766	PDMS;dispatched;	positive	0
767	Covenants;rather;COUNTRY;379;IS;15.12;content;GRANTS;1.68;	negative	0
768	Gordon;LOVESTYLEREWARDS;So;Aurora;3.5.2;343;prospectuses;MAINTENANCE;155,000;quoted;divesting;invest;2,223;1996;lock;901;Otherwise;wifi;Survival;undertakes;generates;passed;PIZZA;Transplant;engage;audio;	positive	0
769	defaults;	negative	0
770	TX;	positive	0
771	2.3(a;	negative	0
772	2.3(a;Obtain;U;Consideration;17480;dispatched;authored;Securityholder;skill;Announcements;xix;6.3(b;Gift;dealings;15.12;4,286;Public;audited;quoted;ticket;T-98;4,725;363(m;server;pertaining;undertaking;part;Act;libraries;easily;White;e.;desirous;protocol;supplier;guidance;Continued;on;debtor;B;Merger;valorem;TIA;measurements;generates;	positive	0
773	transparency;accountants;	negative	0
774	guidance;	positive	0
775	2.3(a;Americas;	negative	0
776	calibration;	positive	0
777	transparency;Covenants;shortage;	negative	0
778	6563;363(m;715;claims;excusable;	positive	0
779	we;impossibility;2.3(a;Investors;accountants;70,476;Islands;Describe;Cuba;17480;suffer;prevent;1,092;1,556;Aurora;money;allocating;rather;defaults;COUNTRY;Mersky;happy;interruption;Risks;	negative	0
780	Gordon;Sidney;Timothy;Peter;SAFETY;87,500;reliance;layoff;d.;1,404;analyzing;Ruben;GST;50,000,000;262;porting;ie;spiv;bundling;hepatic;asapir@dova.com;Public;155,000;61615;al;quoted;controversies;Kimberly;-7-;direction;pertaining;clear;Apache;1,294;Ref;Hartman;900;teleconference;analyses;fittings;1,778;Valuation;No.18;easily;Wireless;Disclosing;3729;restricts;recitals;941;FSMA;3(3;YORK;written;debtor;4.20;tablet;3.4;AUTHORIZATIONS;Head;Person(s;42,253;conflicted;swelling;solvent;1.1;Successors;3599;pdf;	positive	0
781	transparency;2.3(a;Investors;UNDERWRITER;accountants;70,476;Americas;Islands;insufficiency;Obtain;Describe;Covenants;Consideration;14.2;17480;delayed;shortage;prevent;1,556;secure;reissuances;defaults;COUNTRY;Macau;skill;onto;day;1795407;inaccuracies;c)(iii;constituting;1.17;424(b;343;database;symbols;whether;suppresses;Risks;content;house;community;----------;fix;3.12;reduced;	negative	0
782	Mexico;	positive	0
783	1901;	negative	0
784	NAME;	positive	0
785	237;	negative	0
786	c)(iii;	positive	0
787	insufficiency;17480;suffer;delayed;Aurora;rather;COUNTRY;	negative	0
788	remaining;nnn;c)(iii;Ruben;addressed;331;2,233;74078995;quoted;Chambersburg;controversies;claimant;1.30;E.;legitimate;126;contain;counting;meningitis;postpaid;75410395;case(s;Insurance;	positive	0
789	Americas;Obtain;Describe;prevent;money;reissuances;COUNTRY;day;	negative	0
790	COMPETITIVE;resold;	positive	0
791	accountants;reissuances;	negative	0
792	remaining;17A;negotiation;Gordon;treated;So;attorney;PDMS;Americas;72,279;Obtain;Peter;unanimously;2,456;3.4(b;LA;Individual;speedy;Service;Goods;deeds;iron-;terminating;793;Installs;benefit;storing;assessing;1977;CAPACITY;7.0;7601;ASSIGNED;PLCCs;allocating;reissuances;Up;3.5.2;Mersky;occurrence;dependent;admitted;VIII;Securityholder;PRODUCTIVENESS;compositions;skill;onto;ADVERSE;cost;reconcile;Announcements;department;1,404;CDDL;appealable;happenings;nnn;2(c)3;regulator;more;termed;38;c)(iii;purchaser;1.17;trip;Ruben;xix;Material;gastroenterology;GST;vacation;6.3(b;port;18901;possible;dispute;50315;2,512;306;Conspicuous;relied;PENALTY;schools;Training;Mexico;INC;8.1.1;767;EP11172020;INSPECTION;331;Capital;prospectuses;investigated;climate;Firm;governing;DOP-0072;porting;MAINTENANCE;guilty;13D;1.58;identities;513;MotoTalk;72435362;LIVING;3483180;suspected;ie;PHP;analogous;spiv;xxiii;bundling;remain;5.6;hepatic;apparent;variations;if;obtained;Madison;just;Public;155,000;Distributor;custom;colonoscopy;61615;languages;audited;www.wildform.com/demos;Medicare;2,233;2,346;Under;Chambersburg;broken;controversies;currency;feasible;redress;T-98;combined;461;900,000;consists;PRODUCTION;Exclusion;postal;divesting;Wyomissing;TPO;4,725;hereby;designee;4.02(b;337;Wilmington;No.-3;safe;communications;fulfillment;f;363(m;deletions;1,191;EXPRESSLY;desires;dealers;claimant;server;Woodmar;direction;subsistence;ii;exception;715;ORDER;Survey;45840;website;70,847;they;3217597;government;example;interior;clear;3.20(b;assessable;part;112,121;Zebra;ITS;UPON;effectiveness;recommendation;Act;learn;1,294;housemarks;Ref;Cellucci;4,792;simplex;legitimate;surcharge;Reduction;typical;inspection;games;2,722;List;consistent;PERIOD;TX;900;teleconference;investigating;buyers;Counsel;provincial;analyses;fittings;ankles;126;Muncie;lawfully;APPROVED;supplement;Invalid;Therapeutics;restriction;mail;letter;199;J.;rare;FEE;d;Formation;assignees;contain;supported;674;4,254;deciding;mortgage;Lance;Accrued;868;accrued;LOFQUIST;237;eligible;VALIDITY;step;liquidity;canal;salaries;3,658;Actions;Definitions;PostMarket;1996;involvement;White;344;CLEAN;earlier;model;Forum;specimens;61,915;6001;Motor;drafts;Wireless;53226;6.7;WITHOUT;77630455;located;claims;care;14.3;Brooks;Item;Florida;postpaid;75410395;Proceeding;Western;dinner;Shelf;verbal;fix;535;88,126;LTE;Disclosing;find;Chapter;3729;Step;15.11;PDC;941;booking;Hickory;resubmission;diversified;Assignment;FSMA;Acquired;492;decrease;3,500,000.00;bringing;bodies;amplification;award;597;61701;replies;9019;rebate;60805;Note;assurances;191;playability;telex;2727;supplier;ab;Gathering;defaulting;4727;3,873;BASED;resulted;guidance;Continued;written;Virginia;succeeds;extendable;Architecture;tablet;B;undertakes;3.4;Domain;WITNESSETH;Merger;Insurance;Made;AUTHORIZATIONS;Person(s;Claimant;AZ;sensors;-62-;64,700;420;ineffective;3(2;generates;owing;symptom;AdWords;Naples;Council;315;NBZ;seal;THRIVENT;N=231;55902;prospects;competitors;none;8A;85850871;Display;Patent;reflect;chapter;lawsuits;switch;processed;Current;82901;Hurricane;hardware;inc;herefrom;solvent;cancels;sublicensee;1.1;shortages;dispense;Successors;defendant;50,070;ADAPT;BRANDS;course;ascertaining;nonprocurement;v;engage;111;Elk;Ives;9.01;BIGGER;4314;vest;freedom;RESOUND;1.68;check;Y;1,713;	positive	0
793	Posner;Hartman;Actions;convert;symptom;	negative	0
794	NAME;c)(iii;Ruben;Mexico;1.58;fide;Under;binder;Timeframe;75410395;jkaput@zebra.com;extendable;certificate(s;	positive	0
795	Describe;prevent;secure;dependent;	negative	0
796	incurred;	positive	0
797	accountants;Obtain;Describe;17480;prevent;money;reissuances;	negative	0
798	Gordon;impossibility;divests;UNDERWRITER;Levine;money;adjusting;ADVERSE;Johns;223;Offering;17th;methods;Asterisks;6563;languages;Team;Works;quoted;consists;exterior;hiding;server;Germain;Wheel;112,121;1,294;ARBITRATION;6,399;List;corruption;APPROVED;1,778;199;mortgage;237;NW;2.1(c)(ii;75,134;Motor;408;establishes;restricts;recitals;Hickory;protocol;61701;freeware;106,157;debtor;AUTHORIZATIONS;Haidian;owing;Council;preserve;valves;check;	positive	0
799	379;	negative	0
800	divests;2.3(a;ASSIGNED;money;gastroenterology;possible;DEPARTMENT;13D;77814203;participate;interactions;GRANTS;	positive	0
801	2.3(a;Investors;prevent;COUNTRY;	negative	0
802	references;1,729;remaining;we;negotiation;LOVESTYLEREWARDS;So;Sidney;tendered;International;conviction;TAKE;stemming;Cuba;Peter;U;3.4(b;LA;87,500;done;Southridge;Individual;pleasure;Goods;shortage;Levine;4.1.5;reliance;warrant;gut;Petition;designees;benefit;agendas;LTD;assessing;WILL;CONTROL;1977;CAPACITY;7.0;ASSIGNED;PLCCs;allocating;reissuances;Instruments;14.5;Notification;Mersky;occurrence;dependent;VIII;logs;Government;Known;compositions;instructions;Macau;onto;interrupted;ERB;cost;reconcile;Announcements;pages;358;CDDL;appealable;analyzing;2(c)3;regulator;termed;Zulfiquar;38;c)(iii;purchaser;constituting;alleged;SCOTT;trip;altered;xix;Material;excepting;Merchant"),1;figure;GST;rebates;body;343;port;obligations;database;symbols;possible;dispute;Gift;50,000,000;50315;2,512;306;whether;times;PENALTY;66,582;49,888;Training;Accountability;representations;Ring;262;767;2.3.1(b;H-1;INSPECTION;17th;Lofquist;Capital;prospectuses;methods;investigated;conveyor;Firm;consultant;DEPARTMENT;COMPETITIVE;porting;recourse;11(a;stop;15.12;Risks;72435362;telecopy;61938;LIVING;4.4.1;3483180;reasonable;3.20(d;'';suspected;Racine;violating;analogous;News;spiv;xxiii;bundling;Jamestown;4,286;6563;apparent;asapir@dova.com;Books;obtained;Madison;Public;155,000;fide;designates;Distributor;enquiries;custom;excludes;601;2,233;concerns;Works;2,346;74078995;asking;Under;MYSQL;furnishing;12.0;broken;settle;ticket;dues;controversies;feasible;discloser;T-98;combined;meet;461;bureau;PRODUCTION;postal;stolen;Wyomissing;TPO;statistical;Hundred;Adobe;4,725;13.18;hereby;598;designee;75348885;tarnishes;4.02(b;Wilmington;34108;safe;communications;363(m;LIABLE;furtherance;1,191;EXPRESSLY;desires;xxxvii;claimant;remuneration;reconciliation;PCS;OWNERSHIP;server;direction;subsistence;ii;favor;exception;715;imposed;Germain;pertaining;Arms;34,830;bacteria;WHETHER;debtors;communicated;Survey;45840;consultation;website;70,847;undergone;controllers;aaaaa;manifest;2445;SUSQUEHANNA;smartphone;interior;Commencing;bandwidth;deemed;3.20(b;BIG;assessable;part;112,121;Zebra;bbbbb;ITS;SAMPLE;Apache;UPON;effectiveness;1.30;learn;1,294;RESPONSIBILITIES;housemarks;customary;ARBITRATION;4,792;Treatment;LOGO;temporally;Reduction;typical;9,216,386;List;consistent;PERIOD;TX;Floor;900;teleconference;Design;buyers;Counsel;performances;insults;ORAL;fittings;ankles;126;Muncie;lawfully;off;escalate;1,778;Damage;Invalid;Therapeutics;politically;restriction;letter;199;Valuation;Ability;FEE;d;Comply;assignees;textual;contain;supported;Secret;deciding;2900;injuries;Secrets;manufacturing;77;TO;Lance;Dividends;Accrued;retention;LOFQUIST;B.Notwithstanding;compensated;237;NW;eligible;VALIDITY;institute;determinations;step;liquidity;canal;thereon;easily;salaries;209;Smartphone;placement;SOLUTIONS;1996;lab;CLEAN;model;binder;75,134;participate;instruct;1901;Coldwater;5.5(b;drafts;53226;1,991;6.7;allocated;ANY;WITHOUT;get;located;Timeframe;claims;excusable;care;14.3;counting;Brooks;408;resold;meningitis;postpaid;75410395;interactions;FTE;convert;allocable;125;deductibles;dinner;lock;3.20(k;supervised;manufactured;Falls;535;LTE;901;sustains;Jury;memberships;Chapter;GRANTS;3729;establishes;902;15.11;restricts;desirous;hepatologists;recitals;941;case(s;ultra;Mandatory;POTENTIAL;offered;sender;booking;57;resubmission;Moline;diversified;3(3;0.05;PACTIV;commercials;decrease;3,500,000.00;bringing;reverted;UCC;1,851;amplification;SW;597;payables;61701;9019;rebate;sea;124,284;assurances;Player;playability;raising;ab;proxies;YORK;Gathering;3,873;resulted;RIGHTS;guidance;written;rectified;123;2022;extendable;on;debtor;4.20;hung;107;Architecture;desire;Sample;B;precaution;Philip;Domain;WITNESSETH;Merger;996;Made;AUTHORIZATIONS;paragraph;valorem;TIA;engaged;Person(s;measurements;delaying;ENGAGEMENT;1733;Claimant;42,253;years;During;AZ;61,233;sensors;-62-;substantial;designation;60506;ineffective;impartial;generates;SPECIFICALLY;6395;symptom;AdWords;Council;315;NBZ;10.1.14;none;85850871;Display;4.5.1(b;reflect;ARE;81;switch;qqqq;3.12;processed;passed;Transplant;swelling;hardware;inc;reduced;herefrom;solvent;cancels;sublicensee;preserve;1.1;shortages;1.42;Successors;844.KEY.CURE;-28-;discontinue;591;exemplary;50,070;ADAPT;3599;valves;course;ascertaining;oooo;calibration;opportunity;v;precedent;engage;manufacturer;55112;Elk;SHE;15.6;BIGGER;vest;RESOUND;check;ALD;2,661;JDMs;audio;1,713;	positive	0
